termino,definicion,rama,libro,titulo,materia,dificultad
"Independencia","El Poder Judicial ejerce la función jurisdiccional sin interferencia de otros poderes del Estado. El Presidente y el Congreso no pueden avocarse causas ni revisar fallos (art. 76 CPR + art. 12 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Inamovilidad","Los jueces permanecen en el cargo mientras dure su buen comportamiento. Solo cesan por: 75 años, remoción por mala conducta, calificaciones deficientes o renuncia (art. 80 CPR).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Inexcusabilidad","El tribunal no puede excusarse de ejercer su autoridad reclamada en forma legal, ni aun por falta de ley. Debe fallar siempre, recurriendo a la equidad si falta norma (art. 76 CPR + art. 10 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Responsabilidad judicial","Los jueces responden civil, penal (prevaricación) y disciplinariamente por faltas en el ejercicio de sus funciones. No son inmunes (art. 79 CPR + arts. 324-331 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Territorialidad","Los tribunales solo ejercen jurisdicción en el territorio que la ley les asigna. Fuera de él carecen de competencia (art. 7 COT).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Pasividad","Los tribunales actúan a requerimiento de parte como regla general, no de oficio (art. 10 inc. 1 COT). Excepciones: medidas para mejor resolver, nulidad absoluta.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Inavocabilidad","Ningún tribunal puede atraer para sí causas pendientes ante otro tribunal, salvo autorización legal expresa (art. 8 COT). Protege la competencia.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Facultad de imperio","Poder de los tribunales para hacer ejecutar sus resoluciones, impartiendo órdenes directas a la fuerza pública y disponiendo las medidas necesarias (art. 76 inc. 3 CPR).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Juez natural","Garantía de que nadie será juzgado por comisiones especiales sino por el tribunal que señale la ley, establecido con anterioridad al hecho (art. 19 Nº 3 inc. 5 CPR).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"Auto Acordado","Norma general dictada por tribunales superiores (CS o CA) en ejercicio de facultades económicas para regular la tramitación judicial. Ej: AA sobre recurso de protección.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Generación mixta","Sistema de nombramiento de jueces que combina la participación de los tres poderes: PJ propone (terna o quina), Presidente designa, Senado aprueba (solo CS). Art. 78 CPR.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Prevaricación","Delito de los jueces que fallan a sabiendas contra ley expresa y vigente. Manifestación penal del principio de responsabilidad (arts. 223-224 CP).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
